chipUid;catchName;catchId;captureDate;captureCATUTTC;captureAddressPostCode;captureAddressAdminUnitL1;captureAddressAdminUnitL2;captureAddressAdminUnitL3;captureAddressAdminUnitL4;captureAddressPostName;captureAddressThoroughfare;captureAddressLocatorDesignator;captureAddressLocatorBuilding;captureAddressDescription;captureLat;captureLon;animalSpecies;animalBreed;animalSex;animalColor;animalAge;animalFur;animalHeight;animalWeight;vaccinationsInfo;isSterilizationInfo;veterinary Name;veterinary Id;releasedDate;releaseCATUTTC;releasedAddressPostCode;releasedAddressAdminUnitL1;releasedAddressAdminUnitL2;releasedAddressAdminUnitL3;releasedAddressAdminUnitL4;releasedAddressPostName;releasedAddressThoroughfare;releasedAddressLocatorDesignator;releasedAddressLocatorBuilding;releasedAddressDescription;releasedLat;releasedLon
2501;"КП ""Полігон ТПВ""";3364590;22.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;ПрАТ Івано-Франківськцемент;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;ПрАТ Івано-Франківськцемент;null;null;null;null;null
2502;"КП ""Полігон ТПВ""";3364590;23.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.10.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2503;"КП ""Полігон ТПВ""";3364590;24.10.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;null;null;null;null;null;null;собака;null;2;чорна з підпалом;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.10.2024;UA26040190000081578;76491;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Вовчинець;null;null;null;null;null;null
2504;"КП ""Полігон ТПВ""";3364590;23.10.2024;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Федьковича;null;null;null;null;null;собака;null;2;сіра ;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.10.2024;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Федьковича;null;null;null;null;null
2507;"КП ""Полігон ТПВ""";3364590;29.10.2024;UA26040190000081578;76006;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Миколайчука;null;null;null;null;null;собака;null;2;коричнева з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;04.11.2024;UA26040190000081578;76006;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Миколайчука;null;null;null;null;null
2508;"КП ""Полігон ТПВ""";3364590;29.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;2;чорна з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2509;"КП ""Полігон ТПВ""";3364590;29.10.2024;UA26040190000081578;77455;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Лисець;Полігон;null;null;null;null;null;собака;null;2;світлоруда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;04.11.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2510;"КП ""Полігон ТПВ""";3364590;31.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;null;null;null;null;null;null;собака;null;2;біла;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;05.11.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;null;null;null;null;null;null
2511;"КП ""Полігон ТПВ""";3364590;31.10.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;null;null;null;null;null;null;собака;null;1;чорний;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;05.11.2024;UA26040190000081578;77422;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Ямниця;null;null;null;null;null;null
2512;"КП ""Полігон ТПВ""";3364590;05.11.2024;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довга;null;null;null;null;null;собака;null;1;рудий з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.11.2024;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довга;null;null;null;null;null
2517;"КП ""Полігон ТПВ""";3364590;15.11.2024;UA26040190000081578;77458;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Чукалівка;міське кладовище;null;null;null;null;null;собака;null;1;чорний з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;18.11.2024;UA26040190000081578;77424;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Павлівка;пункт перетримки;null;null;null;null;null
2518;"КП ""Полігон ТПВ""";3364590;2024-18-11;UA26040190000081578;78432;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;78;null;null;null;null;собака;null;2;біла з чорним;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-22-11;UA26040190000081578;78432;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;null;null;null;null;null
2519;"КП ""Полігон ТПВ""";3364590;2024-18-11;UA26040190000081578;78432;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;78;null;null;null;null;собака;null;2;сіра;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-22-11;UA26040190000081578;78432;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;Івано-Франківськ;вул.Пасічна;null;null;null;null;null
2520;"КП ""Полігон ТПВ""";3364590;2024-18-11;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null;собака;null;2;біло-руда;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-25-11;UA26040190000081578;76494;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null
2521;"КП ""Полігон ТПВ""";3364590;2024-19-11;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Миру;null;null;null;null;null;собака;null;2;чорний;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-22-11;UA26040190000081578;77457;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;Радча;вул.Миру;null;null;null;null;null
2522;"КП ""Полігон ТПВ""";3364590;2024-20-11;UA26040190000081578;76006;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Максимовича;8;null;null;null;null;собака;null;1;темнорудий;null;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-20-11;UA26040190000081578;76006;Україна;Івано-Франківська;Івано-Франківський;Івано-Франківська;Івано-Франківськ;вул.Максимовича;null;null;null;null;null
2523;"КП ""Полігон ТПВ""";3364590;26.11.2024;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;підприємство електросвіт;;null;null;null;null;собака;null;1;руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-28-11;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;підприємство електросвіт;;null;null;null;null
2527;"КП ""Полігон ТПВ""";3364590;29.11.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;аеродром;null;null;null;null;собака;null;2;біла;3-6 років;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;null;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола ;аеродром;null;null;null;null
2528;"КП ""Полігон ТПВ""";3364590;03.12.2024;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;вул.Тополина ;null;null;null;null;null;собака;null;2;чорна;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;09.12.2024;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;вул.Тополина ;null;null;null;null;null
2536;"КП ""Полігон ТПВ""";3364590;18.12.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Мазепи ;null;null;null;null;null;собака;null;2;трьохколірна ;1 рік;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;24.12.2024;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Мазепи ;null;null;null;null;null
2537;"КП ""Полігон ТПВ""";3364590;19.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null;собака;null;2;руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;26.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null
2538;"КП ""Полігон ТПВ""";3364590;19.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null;собака;null;2;біла;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;26.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null
2539;"КП ""Полігон ТПВ""";3364590;23.12.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Горбачевськог;null;null;null;null;null;собака;null;2;біло-руда;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;27.12.2024;UA26040190000081578;76008;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Горбачевськог;null;null;null;null;null
2540;"КП ""Полігон ТПВ""";3364590;23.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null;собака;null;2;сіра з підпалом;2-3 роки;null;null;null;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;27.12.2024;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Юнсті;null;null;null;null;null
2548;"КП ""Полігон ТПВ""";3364590;14.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Шухевичів;40;null;null;48.913284;24.721088;собака;null;2;чорна;2-3 роки;короткошерстна;40;19;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;21.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Шухевичів;40;null;null;48.913284;24.721088
2551;"КП ""Полігон ТПВ""";3364590;21.01.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Сотника Дідича;2;null;null;48.921503;24.708541;собака;null;2;біло-руда;2-3 роки;довгошерстна;25;12;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;23.01.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Сотника Дідича;2;null;null;48.921503;24.708541
2546;"КП ""Полігон ТПВ""";3364590;10.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Шота Руставелі;1;null;null;48.916838;24.725518;собака;null;2;руда;2-3 роки;короткошерстна;50;19;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;15.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Шота Руставелі;1;null;null;48.916838;24.725518
2547;"КП ""Полігон ТПВ""";3364590;12.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Мазепи;164;null;null;48.911017;24.684906;собака;null;2;чорна;2-3 роки;довгошерстна;40;22;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;21.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.. Мазепи;164;null;null;48.911017;24.684906
2549;"КП ""Полігон ТПВ""";3364590;23.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Мельника;null;null;null;48.901259;24.714226;собака;null;1;тигровий;3-6 років;короткошерстна;60;49;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;23.01.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.. Коновальця ;район Велмарт;null;null;48.901259;24.714226
2550;"КП ""Полігон ТПВ""";3364590;17.01.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Автоливмашівська;6;null;null;48.890710;24.748759;собака;null;2;чорна з підпалом;3-6 років;короткошерстна;60;41;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;29.01.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Автоливмашівська;6;null;null;48.890710;24.748759
2552;"КП ""Полігон ТПВ""";3364590;21.01.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;вул.Тополина ;null;null;null;48.925983;24.770039;собака;null;1;рудий;2-3 роки;довгошерстний;40;21;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;27.01.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;вул.Тополина ;null;null;null;48.925983;24.770039
2553;"КП ""Полігон ТПВ""";3364590;21.01.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;дачі;null;null;null;48.874734;24.754304;собака;null;2;чорна;1 рік;короткошерстна;35;16;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;28.01.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Хриплин;дачі;null;null;null;48.874734;24.754304
2557;"КП ""Полігон ТПВ""";3364590;24.01.2025;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Федьковича;null;null;null;48.942564;24.693325;собака;null;1;трьохколірний;2-3 роки;довгошерстний;70;40;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;27.01.2025;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Федьковича;null;null;null;48.942564;24.693325
2560;"КП ""Полігон ТПВ""";3364590;03.02.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Мазепи;міське озеро;null;null;48.914089;24.694866;собака;null;2;чорна;2-3 роки;короткошерстна;60;46;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.02.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Мазепи;міське озеро;null;null;48.914089;24.694866
2562;"КП ""Полігон ТПВ""";3364590;03.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Довженка;гаражний кооператив;null;null;48.901382;24.689844;собака;null;2;коричнева      1 рік;1 рік;довгошерстна;40;32;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Довженка;гаражний кооператив;null;null;48.901382;24.689844
2563;"КП ""Полігон ТПВ""";3364590;03.02.2025;UA26040190000081578;76019;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. В. Ветеранів ;3а;null;null;48.92668;24.71098;собака;null;2;трьохколірна;1 рік;короткошерстна;50;31;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.02.2025;UA26040190000081578;76019;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. В. Ветеранів ;3а;null;null;48.92668;24.71098
2564;"КП ""Полігон ТПВ""";3364590;04.02.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола;аеропорт;null;null;48.894628;24.687550;собака;null;2;чорна з підпалом;1 рік;короткошерстна;60;42;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.02.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Чорновола;аеропорт;null;null;48.894628;24.687550
2565;"КП ""Полігон ТПВ""";3364590;06.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;2;null;null;48.90405;24.69402;собака;null;2;чорна з підпалом;2-3 роки;короткошерстна;30;19;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;12.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;2;null;null;48.90405;24.69402
2566;"КП ""Полігон ТПВ""";3364590;10.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;22;null;null;48.901382;24.689644;собака;null;1;чорна з підпалом;1 рік;короткошерстна;60;36;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2025-13-02;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;22;null;null;48.901382;24.689644
2567;"КП ""Полігон ТПВ""";3364590;12.02.2025;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;23;null;null;48.901031;24.685435;собака;null;1;чорний з білим;2-3 роки;довгошерстинй;40;29;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;2024-19-02;UA26040190000081578;76005;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Довженка;23;null;null;48.901031;24.685435
2568;"КП ""Полігон ТПВ""";3364590;10.02.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Сотника Дідича;null;null;null;48.921503;24.708541;собака;null;2;чепрана;1 рік;короткошерстна;50;36;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;14.02.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Сотника Дідича;null;null;null;48.921503;24.708541
2669;"КП ""Полігон ТПВ""";3364590;17.02.2025;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Польова;14;null;null;48.89748;24.70787;собака;null;2;біло-чорна;1 рік;короткошерстна;30;12;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;21.02.2025;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Польова;14;null;null;48.89748;24.70787
2670;"КП ""Полігон ТПВ""";3364590;17.02.2025;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Польова;14;null;null;48.89748;24.70787;собака;null;2;чорнобіла;1 рік;короткошерстна;30;12;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;21.02.2025;UA26040190000081578;76014;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Польова;14;null;null;48.89748;24.70787
2672;"КП ""Полігон ТПВ""";3364590;20.02.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Автоливмашівська;гараж ГДК;null;null;48.87800;24.75365;собака;null;2;чорна;1 рік;короткошерстна;60;48;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;24.02.2025;UA26040190000081578;76495;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул.Автоливмашівська;гараж ГДК;null;null;48.87800;24.75365
2673;"КП ""Полігон ТПВ""";3364590;20.02.2025;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул. Вовчинецька ;206;null;null;48.944070;24.74574;собака;null;1;рудий;6 рік;довгошерстинй;70;46;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;24.02.2025;UA26040190000081578;76000;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;;вул. Вовчинецька ;206;null;null;48.944070;24.74574
2675;"КП ""Полігон ТПВ""";3364590;25.02.2025;UA26040190000081578;78410;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Тисменичани;;null;null;null;48.77843;24.66263;собака;null;2;чорна з підпалом;2-3 роки;короткошерстна;40;28;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;03.03.2025;UA26040190000081578;78410;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Тисменичани;;null;null;null;48.77843;24.66263
2676;"КП ""Полігон ТПВ""";3364590;27.02.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Микитинці;null;null;null;null;48.907674;24.749808;собака;null;2;чорна з підпалом;2-3 роки;довгошерстна;50;28;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.03.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Павлівка;null;null;null;null;48.987130;24.666430
2677;"КП ""Полігон ТПВ""";3364590;28.02.2025;UA26040190000081578;77460;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Черніїв;дачі Діброва;null;null;null;48.844825;24.745312;собака;null;2;руда;2-3 роки;довгошерстна;50;28;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;05.03.2025;UA26040190000081578;77460;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Черніїв;дачі Діброва;null;null;null;48.844825;24.745312
2574;"КП ""Полігон ТПВ""";3364590;24.02.2025;UA26040190000081578;77457;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Радча;null;null;null;null;null;null;собака;null;1;чорний;6 рік;довгошерстинй;50;24;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.03.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Павлівка;null;null;null;null;48.987130;24.666430
2579;"КП ""Полігон ТПВ""";3364590;04.03.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Сотника Дідича;2;null;null;48.925213;24.702048;собака;null;2;руда;1 рік;короткошерстна;50;26;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.03.2025;UA26040190000081578;76010;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Сотника Дідича;2;null;null;48.925213;24.702048
2580;"КП ""Полігон ТПВ""";3364590;05.03.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Залізнична;автовокзал;null;null;48.91879;24.72562;собака;null;2;світлоруда;2-3 роки;короткошерстна;40;22;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.03.2025;UA26040190000081578;76018;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Залізнична;автовокзал;null;null;48.91879;24.72562
2581;"КП ""Полігон ТПВ""";3364590;06.03.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;null;null;null;null;48.922361;24.764142;собака;null;2;руда;2-3 роки;довгошерстна;30;19;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;07.03.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Угорники;null;null;null;null;48.922361;24.764142
2584;"КП ""Полігон ТПВ""";3364590;06.03.2025;UA26040190000081578;77421;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с.Рибне;null;null;null;null;48.955099;24.612465;собака;null;2;чорна;3-6 років;короткошерстна;60;28;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;06.03.2025;UA26040190000081578;76492;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;с. Павлівка;null;null;null;null;48.987130;24.666430
2585;"КП ""Полігон ТПВ""";3364590;05.03.2025;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Юності ;62а;null;null;48.900862;24.757514;собака;null;2;чепрана;2-3 роки;довгошерстна;40;18;null;ІСТИНА;"КП ""Полігон ТПВ""";33645903;10.03.2025;UA26040190000081578;76494;Україна;Івано-Франківська обл;Франківський;Івано-Франківська;Івано-Франківськ;вул. Юності ;62а;null;null;48.900862;24.757514
